SYNOPCode,Removed_Feature,RMSE,R2
7,RainIntensityMin,0.39533798448418095,0.9334867622520588
7,Time,0.3965586745324685,0.9330753806017201
7,WindSpeedMax,0.43518600351289166,0.9194026357171259
7,RainIntensity,0.5121068377679409,0.8883928159158527
7,TemperatureDifference,0.8034927337320241,0.7252517665644156
8,SYNOPCode,0.9029664961607062,0.9138559449371486
8,WindDirection,0.8954102357158084,0.9152916645458411
8,WindSpeedMin,0.896375269633556,0.9151089762876107
8,WindSpeedMax,0.8879607839026482,0.9166952797332547
8,Time,0.8786734507558841,0.9184287632049168
8,TemperatureMin,0.8910143469476343,0.91612134989177
8,TemperatureMax,0.8907501654991065,0.9161710817469677
8,WindSpeed,0.8816059081554075,0.9178833880533045
8,RelativeHumidity,0.8794366169892781,0.9182870053130552
8,Frequency,0.8866917952008585,0.9169332118885024
8,TemperatureDifference,1.0622505355786946,0.8807836129636906
8,VisibilityMax,1.1065133067138728,0.8706413958627593
8,Particulate,1.1096302989954712,0.8699115760241418
8,Distance,1.0997301004184257,0.8722225364566315
8,Temperature,1.1480734338849714,0.8607416087647292
8,ParticulateMax,1.1701745413179396,0.8553283852045634
8,Visibility,1.172298198543643,0.8548028025745876
8,RainIntensityMax,1.1795308803636904,0.853005640875322
8,ParticulateMin,1.1790755127049328,0.8531191157450161
8,AbsoluteHumidityMin,1.1731230569675253,0.8545984019073367
8,VisibilityMin,1.1568900076901447,0.8585945401305888
8,RainIntensityMin,1.3511800189339145,0.8071105533646687
8,AbsoluteHumidityMax,1.3566014601762153,0.8055595583310791
8,RainIntensity,1.4146008152628775,0.7885781607546967
8,AbsoluteHumidity,2.564124656018664,0.3053591681727239
generic,WindDirection,0.4800985691295305,0.980509033313182
generic,WindSpeedMin,0.47967067382441375,0.9805437610839138
generic,WindSpeed,0.47910793693783543,0.9805893853904306
generic,Particulate,0.4786401449111036,0.980627271207858
generic,WindSpeedMax,0.47763894127496587,0.9807082329103398
generic,AbsoluteHumidityMax,0.4733042315575061,0.9810568006098679
generic,TemperatureMin,0.469908115670364,0.9813276728720332
generic,VisibilityMin,0.46627130418313095,0.9816155800123677
generic,AbsoluteHumidityMin,0.46268512359200065,0.9818972885802768
generic,ParticulateMin,0.4549304486402706,0.9824990120200643
generic,TemperatureDifference,0.45366023605438605,0.9825966047007728
generic,VisibilityMax,0.4776253681198925,0.9807093293302638
generic,Time,0.4762212773924912,0.9808225814355375
generic,Frequency,0.5503088057615158,0.9743914210026234
generic,TemperatureMax,0.716092943203869,0.9566377964369231
generic,ParticulateMax,0.7142019783862791,0.9568665045660248
generic,RelativeHumidity,0.7161783162478669,0.9566274564830862
generic,SYNOPCode,0.7281079719693557,0.9551704759314787
generic,Visibility,0.729090432035896,0.9550494144038543
generic,RainIntensityMin,0.8514032200308462,0.9387024477227923
generic,Temperature,0.8482811544736569,0.9391511753986291
generic,RainIntensityMax,1.0556904600071981,0.9057577274913706
generic,Distance,1.053323606531936,0.9061798353184234
generic,RainIntensity,2.1954880674804333,0.5923994906187874
generic,AbsoluteHumidity,3.5153584883752913,-0.04498918542114061
